Date,Store,Predicted_Weekly_Sales
2013-05-21,12,962008.6249061972
2013-05-23,12,864159.9569504037
2013-05-24,12,966267.663580656
2013-05-28,12,852002.5502958596
2013-05-30,12,848890.5805308297
2013-05-31,12,947033.3519080505
2013-06-04,12,916125.8773642406
2013-06-06,12,887211.7193111032
2013-06-07,12,933097.6136159152
2013-06-11,12,913175.3484237716
2013-06-13,12,996270.0352813974
2013-06-14,12,847069.8447840139
2013-06-18,12,1010981.690357089
2013-06-20,12,902591.5307667255
2013-06-21,12,866267.0193350092
2013-06-25,12,948557.6591938213
2013-06-27,12,886217.5227721557
2013-06-28,12,849006.1299323589
2013-07-02,12,1018601.3131819814
2013-07-04,12,935771.1862330958
2013-07-05,12,902593.080507867
2013-07-09,12,877514.7849516496
2013-07-11,12,865298.860305436
2013-07-12,12,950418.2410173342
2013-07-16,12,996926.2208190262
2013-07-18,12,954323.3581683189
2013-07-19,12,885944.724974148
2013-07-23,12,935709.6043460444
2013-07-25,12,879427.7623881623
2013-07-26,12,968328.9270586222
2013-07-30,12,921651.7189054191
2013-08-01,12,879107.8326366171
2013-08-02,12,965459.1979513615
2013-08-06,12,928980.3400320858
2013-08-08,12,1361825.5683569983
2013-08-09,12,981207.4519344419
2013-08-13,12,990813.4707539976
2013-08-15,12,966809.972489357
2013-08-16,12,977675.8762978613
2013-08-20,12,1071720.7948548645
2013-08-22,12,949594.7697049677
2013-08-23,12,983811.8737593666
2013-08-27,12,900519.7522435337
2013-08-29,12,839317.6959309429
2013-08-30,12,881057.946906954
2013-09-03,12,895262.7942959666
2013-09-05,12,893873.7437055856
2013-09-06,12,834980.2565434873
2013-09-10,12,879855.4230961725
2013-09-12,12,1002050.9633748382
2013-09-13,12,871662.5702425614
2013-09-17,12,850035.6934092194
2013-09-19,12,820900.4190911651
2013-09-20,12,874396.7776732147
2013-09-24,12,921817.1206545457
2013-09-26,12,916416.6532597393
2013-09-27,12,893524.4751346484
2013-10-01,12,918135.2475911602
2013-10-03,12,865321.1958767772
2013-10-04,12,856119.7032846212
2013-10-08,12,938476.7254022807
2013-10-10,12,825568.9920995608
2013-10-11,12,919889.6730323434
2013-10-15,12,895533.3276883811
2013-10-17,12,897898.0554295927
2013-10-18,12,877900.8051668331
2013-10-22,12,861735.4503725842
2013-10-24,12,950431.2396537364
2013-10-25,12,902283.8947828338
2013-10-31,12,988237.2590095699
2013-11-01,12,1002398.8420935422
2013-11-07,12,922069.87351951
2013-11-08,12,864385.2032178938
2013-11-14,12,922430.8281122148
2013-11-15,12,855110.0994818583
2013-11-21,12,960805.7603846937
2013-11-22,12,958900.8676309809
2013-11-28,12,839374.6167820841
2013-11-29,12,847790.1755360365
2013-12-05,12,850382.6945159733
2013-12-06,12,828242.4380036369
2013-12-12,12,925015.9450012743
2013-12-13,12,921666.3507095426
2013-12-19,12,832742.7481555119
2013-12-20,12,811188.6863132566
2013-12-26,12,833280.061697565
2013-12-27,12,924786.938511014
2013-01-02,13,1805364.4257473573
2013-01-03,13,1830046.630263798
2013-01-09,13,1710053.9072413445
2013-01-10,13,1713438.8356171101
2013-01-16,13,1749861.663554646
2013-01-17,13,2091503.735904105
2013-01-23,13,1777633.5906388834
2013-01-24,13,1670856.9753966779
2013-01-30,13,1722631.7206212282
2013-01-31,13,1730478.1952392682
2013-02-01,13,1562762.8857215494
2013-02-06,13,1660439.8765880316
2013-02-07,13,1724200.4180515334
2013-02-08,13,1642437.7374402136
2013-02-13,13,1684993.325663127
2013-02-14,13,1777824.535484463
2013-02-15,13,1817565.0111682191
2013-02-20,13,1753354.016476564
2013-02-21,13,1752210.753304854
2013-02-22,13,1743821.0194953233
2013-02-27,13,1714895.7888441384
2013-02-28,13,1719666.5912368968
2013-03-01,13,2012573.8302471861
2013-03-05,13,1686207.2206531838
2013-03-07,13,1768624.3173578307
2013-03-08,13,1707046.964737706
2013-03-12,13,1666125.1910184175
2013-03-14,13,1675068.2686071992
2013-03-15,13,1779954.3549343124
2013-03-19,13,1784447.5140217096
2013-03-21,13,1727505.584394887
2013-03-22,13,1725802.6162969097
2013-03-26,13,2123518.3341329023
2013-03-28,13,1709299.9826466665
2013-03-29,13,1724411.8151052669
2013-04-02,13,1767557.2812238932
2013-04-04,13,1815303.8572730795
2013-04-05,13,1711249.5089847073
2013-04-09,13,1686077.2440744191
2013-04-11,13,1739870.9729829878
2013-04-12,13,1643127.5945110023
2013-04-16,13,1644872.4720305353
2013-04-18,13,1797227.9647030234
2013-04-19,13,1633559.6661284342
2013-04-23,13,1704960.936019741
2013-04-25,13,1780729.4094027802
2013-04-26,13,1712074.6392019913
2013-04-30,13,1781998.7572812513
2013-05-02,13,1733336.914675258
2013-05-03,13,1784018.735675469
2013-05-07,13,1631701.5587115288
2013-05-09,13,1673605.6153256223
2013-05-10,13,1693879.6701943576
2013-05-14,13,1745808.8655188456
2013-05-16,13,1713169.3816425204
2013-05-17,13,1754061.1776640117
2013-05-21,13,1657924.3450978845
2013-05-23,13,1734230.3307357505
2013-05-24,13,1789754.8910629973
2013-05-28,13,1618109.5929260477
2013-05-30,13,2083833.725806959
2013-05-31,13,1664825.418742463
2013-06-04,13,1754335.7443073168
2013-06-06,13,1730150.7215449288
2013-06-07,13,1801013.216189146
2013-06-11,13,1652456.2653080225
2013-06-13,13,1799799.6157648861
2013-06-14,13,1668303.1216396168
2013-06-18,13,1658968.1384576634
2013-06-20,13,1763628.3389554992
2013-06-21,13,1684429.7297949195
2013-06-25,13,1648591.3751062304
2013-06-27,13,1847784.1085013226
2013-06-28,13,1707624.3475995362
2013-07-02,13,1757008.398053117
2013-07-04,13,1646215.7826139256
2013-07-05,13,1755465.5295674726
2013-07-09,13,1779141.3456610218
2013-07-11,13,1686106.5987877846
2013-07-12,13,1744859.4435049817
2013-07-16,13,1990460.127882138
2013-07-18,13,1721592.8256704137
2013-07-19,13,1609756.821051225
2013-07-23,13,1796244.9606380835
2013-07-25,13,1725533.8885997832
2013-07-26,13,1751999.8332252204
2013-07-30,13,1721711.6235853434
2013-08-01,13,1611754.7201891467
2013-08-02,13,1716924.1143370718
2013-08-06,13,1743751.9197813198
2013-08-08,13,1658692.9876007438
2013-08-09,13,1745113.8859090805
2013-08-13,13,1619558.0495784208
2013-08-15,13,1748035.4500370026
2013-08-16,13,1768733.695917651
2013-08-20,13,1672627.6359478682
2013-08-22,13,1647412.8867824376
2013-08-23,13,1665280.51400581
2013-08-27,13,1720327.176633358
2013-08-29,13,1623617.0885524377
2013-08-30,13,1617784.5388808027
2013-09-03,13,1686566.7361958325
2013-09-05,13,1774195.2224672884
2013-09-06,13,1719114.6978121027
2013-09-10,13,1739094.9383382946
2013-09-12,13,1652441.591991812
2013-09-13,13,1785250.0168670714
2013-09-17,13,1779140.8173382804
2013-09-19,13,1707737.452370055
2013-09-20,13,1682402.923750043
2013-09-24,13,1765432.6312654838
2013-09-26,13,1654479.6051865518
2013-09-27,13,1751440.2072515115
2013-10-01,13,2101239.978273049
2013-10-03,13,1648901.4668404013
2013-10-04,13,1723338.2773586959
2013-10-08,13,1723607.9211583585
2013-10-10,13,1692200.4627203569
2013-10-11,13,1655065.833100915
2013-10-15,13,1743184.7099182308
2013-10-17,13,1643977.4324331582
2013-10-18,13,1733914.594744876
2013-10-22,13,1668324.7492752
2013-10-24,13,1801280.8332654238
2013-10-25,13,1639306.6375156194
2013-10-31,13,1626665.307464905
2013-11-01,13,1698186.8608934581
2013-11-07,13,1937863.8312700167
2013-11-08,13,1641088.3007738069
2013-11-14,13,1766312.9171159565
2013-11-15,13,1673938.56293495
2013-11-21,13,1705226.5918667912
2013-11-22,13,1687439.617602609
2013-11-28,13,1625503.7917809784
2013-11-29,13,1617519.028715752
2013-12-05,13,1649798.2012125254
2013-12-06,13,2284208.2226634845
2013-12-12,13,1712987.7214306295
2013-12-13,13,1713086.2023354247
2013-12-19,13,1762809.2640708908
2013-12-20,13,1643445.051789917
2013-12-26,13,1624364.9936435968
2013-12-27,13,1772304.1841735914
2013-01-02,14,1635826.6081004068
2013-01-03,14,1524513.6027199477
2013-01-09,14,1497831.7342511863
2013-01-10,14,1410850.156856969
2013-01-16,14,1421244.7268065736
2013-01-17,14,1520267.009539932
2013-01-23,14,1471380.501586683
2013-01-24,14,1429001.9401849657
2013-01-30,14,1519383.9445921257
2013-01-31,14,1426306.0836809352
2013-02-01,14,1305869.472869441
2013-02-06,14,1390930.7068726048
2013-02-07,14,1493083.06203866
2013-02-08,14,1380639.3819648102
2013-02-13,14,1465494.4240855575
2013-02-14,14,1441983.5126744434
2013-02-15,14,1386180.6092794687
2013-02-20,14,1415957.9357955381
2013-02-21,14,1516928.4480986297
2013-02-22,14,1474644.6283690557
2013-02-27,14,1501360.6959212497
2013-02-28,14,1509874.4310303777
2013-03-01,14,1413689.6522146538
2013-03-05,14,1509470.9887699261
2013-03-07,14,1509843.6605890915
2013-03-08,14,1403651.836068377
2013-03-12,14,1531079.4180486128
2013-03-14,14,1460238.0186940208
2013-03-15,14,1451957.2141252607
2013-03-19,14,1400508.5670007616
2013-03-21,14,1492283.293194592
2013-03-22,14,1504132.8554729074
2013-03-26,14,1519817.3630336747
2013-03-28,14,1496169.9905323014
2013-03-29,14,1517877.5771813318
2013-04-02,14,1476515.4476936832
2013-04-04,14,1432621.6666343212
2013-04-05,14,1364339.558315158
2013-04-09,14,1458932.149401702
2013-04-11,14,1379398.9020827487
2013-04-12,14,1425042.934970975
2013-04-16,14,1488472.4821363166
2013-04-18,14,1827200.4371887967
2013-04-19,14,1358380.7819804028
2013-04-23,14,1474429.3036825284
2013-04-25,14,1380788.8110888824
2013-04-26,14,1525196.5818243548
2013-04-30,14,1495938.6572538689
2013-05-02,14,1515211.2354179919
2013-05-03,14,1417095.0845369324
2013-05-07,14,1780368.676578723
2013-05-09,14,1449408.7881022692
2013-05-10,14,1477692.2445578054
2013-05-14,14,1501860.0239100158
2013-05-16,14,1499766.3331884444
2013-05-17,14,1437777.751348786
2013-05-21,14,1386321.2916577607
2013-05-23,14,1423226.6656259447
2013-05-24,14,1457543.9336464852
2013-05-28,14,1699613.9271390364
2013-05-30,14,1398893.1904338002
2013-05-31,14,1371147.4847986922
2013-06-04,14,1804905.0050222054
2013-06-06,14,1446690.002875626
2013-06-07,14,1472632.7609193847
2013-06-11,14,1491950.5764336735
2013-06-13,14,1470205.7499042004
2013-06-14,14,1493696.1574719623
2013-06-18,14,1375449.3613068536
2013-06-20,14,1406171.3985309228
2013-06-21,14,1369097.4275264516
2013-06-25,14,1514705.8752605766
2013-06-27,14,1365003.795201026
2013-06-28,14,1477244.5078119189
2013-07-02,14,1405981.8509004414
2013-07-04,14,1374157.583450012
2013-07-05,14,1428537.1483143046
2013-07-09,14,1510112.2664166167
2013-07-11,14,1428948.9466749579
2013-07-12,14,1472710.3121421859
2013-07-16,14,1375088.7355387881
2013-07-18,14,1499685.0809291005
2013-07-19,14,1434851.420515366
2013-07-23,14,1416968.4538382515
2013-07-25,14,1455771.3922359273
2013-07-26,14,1407304.2729359865
2013-07-30,14,1405198.863440372
2013-08-01,14,1367734.1500421688
2013-08-02,14,1465111.3777290434
2013-08-06,14,1811927.3180674016
2013-08-08,14,1492603.2833692878
2013-08-09,14,1417990.2952095345
2013-08-13,14,1398923.1003163457
2013-08-15,14,1428687.6797942966
2013-08-16,14,1468281.2276305705
2013-08-20,14,1439012.9126590267
2013-08-22,14,1445541.9031428322
2013-08-23,14,1434392.1790780425
2013-08-27,14,1448279.0264844596
2013-08-29,14,1473233.4439466745
2013-08-30,14,1301709.493459411
2013-09-03,14,1492893.85311798
2013-09-05,14,1366502.191671975
2013-09-06,14,1729124.4943379462
2013-09-10,14,1472140.3821766675
2013-09-12,14,1466116.058036387
2013-09-13,14,1454682.6297549233
2013-09-17,14,1430748.572473839
2013-09-19,14,1428081.7696479112
2013-09-20,14,1465849.2855109647
2013-09-24,14,1499945.9611122757
2013-09-26,14,1344258.1129817218
2013-09-27,14,1457378.8783350065
2013-10-01,14,1402005.1100749448
2013-10-03,14,1495456.2895677537
2013-10-04,14,1491126.4174722284
2013-10-08,14,1744722.5481941774
2013-10-10,14,1394623.806001529
2013-10-11,14,1412934.2013728246
2013-10-15,14,1357773.8478404358
2013-10-17,14,1492914.960193187
2013-10-18,14,1469567.402001612
2013-10-22,14,1342735.9569300488
2013-10-24,14,1419278.51899264
2013-10-25,14,1387396.5158552527
2013-10-31,14,1379632.9528918639
2013-11-01,14,1402403.830861777
2013-11-07,14,1350174.2646961138
2013-11-08,14,1494019.7074059024
2013-11-14,14,1439806.6951952726
2013-11-15,14,1497826.7035517097
2013-11-21,14,1457178.7826929763
2013-11-22,14,1399327.2613142356
2013-11-28,14,1448624.519107908
2013-11-29,14,1378689.2787319943
2013-12-05,14,1335106.778960161
2013-12-06,14,1510165.8824681416
2013-12-12,14,1387179.1034755483
2013-12-13,14,1475219.968467623
2013-12-19,14,1781068.1429494992
2013-12-20,14,1331496.2655753791
2013-12-26,14,1332661.4307428896
2013-12-27,14,1340659.501093246
2013-01-02,15,1004949.0807110518
2013-01-03,15,1063227.410500586
2013-01-09,15,1019529.498813197
2013-01-10,15,1005808.8597601801
2013-01-16,15,1125420.3995094523
2013-01-17,15,1117857.4317483157
2013-01-23,15,1004219.4375862926
2013-01-24,15,1089836.3721376285
2013-01-30,15,1063508.484337993
2013-01-31,15,1231450.4953268543
2013-02-01,15,960192.7986232415
2013-02-06,15,1092879.539263606
2013-02-07,15,1050808.3553689271
2013-02-08,15,1115766.4152848423
2013-02-13,15,998094.0675581321
2013-02-14,15,1021053.1960672364
2013-02-15,15,1098025.1944254562
2013-02-20,15,1059672.8691992238
2013-02-21,15,1085271.1560514718
2013-02-22,15,1079507.8947293833
2013-02-27,15,1109707.5263807178
2013-02-28,15,1092570.6539565995
2013-03-01,15,1021295.9272296801
2013-03-05,15,1028799.1151989698
2013-03-07,15,1043338.3594298512
2013-03-08,15,1427409.9090670794
2013-03-12,15,1031712.7636107057
2013-03-14,15,1160681.888321109
2013-03-15,15,1011536.7269871905
2013-03-19,15,997404.4607526287
2013-03-21,15,1101652.9634393454
2013-03-22,15,1001177.1476586238
2013-03-26,15,988712.0042710677
2013-03-28,15,1081091.589484401
2013-03-29,15,1041095.4169487953
2013-04-02,15,1032056.6368776411
2013-04-04,15,993212.2751579881
2013-04-05,15,1066143.6420669183
2013-04-09,15,1065766.0411156192
2013-04-11,15,964744.6093227118
2013-04-12,15,1092799.0929006413
2013-04-16,15,1013599.9320576563
2013-04-18,15,1066412.24595128
2013-04-19,15,1002149.6330125332
2013-04-23,15,1023373.7903266773
2013-04-25,15,1091244.4152515829
2013-04-26,15,1015266.9833349735
2013-04-30,15,1064299.132103242
2013-05-02,15,995557.197017312
2013-05-03,15,1129799.9773484617
2013-05-07,15,1074073.3669331372
2013-05-09,15,1073417.2671269104
2013-05-10,15,1112829.0492415056
2013-05-14,15,1073490.5907361284
2013-05-16,15,974331.2772975564
2013-05-17,15,1071507.4351589754
2013-05-21,15,1030558.0819945559
2013-05-23,15,1079563.813759908
2013-05-24,15,990157.6922771931
2013-05-28,15,1089825.9782936648
2013-05-30,15,1071767.8230051473
2013-05-31,15,1009560.657808058
2013-06-04,15,998796.1414103657
2013-06-06,15,1093146.4305834621
2013-06-07,15,976645.2589285672
2013-06-11,15,1062348.908940956
2013-06-13,15,1081699.725766942
2013-06-14,15,1047623.7584790066
2013-06-18,15,1017783.3727929518
2013-06-20,15,1391487.2047497928
2013-06-21,15,969071.823036395
2013-06-25,15,1050335.6591229886
2013-06-27,15,1331671.1259679943
2013-06-28,15,1054339.5107564032
2013-07-02,15,1027179.8550193086
2013-07-04,15,1019929.2078917846
2013-07-05,15,1022938.5022473633
2013-07-09,15,1034773.6645348668
2013-07-11,15,1334444.9251770303
2013-07-12,15,1073074.6976191327
2013-07-16,15,1063223.19070483
2013-07-18,15,1044245.1820048019
2013-07-19,15,1090026.2958272025
2013-07-23,15,1066179.8107471317
2013-07-25,15,1044036.8109932244
2013-07-26,15,1017645.8632083684
2013-07-30,15,1061164.6493118852
2013-08-01,15,1099843.715441607
2013-08-02,15,989816.9720378071
2013-08-06,15,941754.1030632779
2013-08-08,15,1046107.5829799548
2013-08-09,15,1075720.9090473577
2013-08-13,15,1075578.4243428186
2013-08-15,15,1024048.9559412971
2013-08-16,15,1039376.5761802122
2013-08-20,15,984351.3757400513
2013-08-22,15,972981.8218185678
2013-08-23,15,1075303.215190947
2013-08-27,15,1042486.9718944728
2013-08-29,15,1058228.132544659
2013-08-30,15,910992.9855092764
2013-09-03,15,1058441.3408190235
2013-09-05,15,998569.6269060969
2013-09-06,15,1059373.6146981642
2013-09-10,15,1078197.798538372
2013-09-12,15,1031972.3100301474
2013-09-13,15,1070742.8358663023
2013-09-17,15,1083794.971752584
2013-09-19,15,1071219.3771284744
2013-09-20,15,981454.9898574129
2013-09-24,15,1026604.8246972635
2013-09-26,15,978074.98783838
2013-09-27,15,1053608.5292660668
2013-10-01,15,1077858.1261388436
2013-10-03,15,1093554.6778627485
2013-10-04,15,949842.3224862516
2013-10-08,15,962503.3376946375
2013-10-10,15,941944.0332439169
2013-10-11,15,1330566.8332665414
2013-10-15,15,937906.2582435161
2013-10-17,15,1030826.6517481729
2013-10-18,15,933483.326178737
2013-10-22,15,959158.5561707318
2013-10-24,15,976745.1407819316
2013-10-25,15,931966.1980612725
2013-10-31,15,1052175.8552234545
2013-11-01,15,1041609.7552552596
2013-11-07,15,1004062.5710616335
2013-11-08,15,960330.7033189684
2013-11-14,15,1047252.1056407616
2013-11-15,15,951002.6584959775
2013-11-21,15,1048269.263034232
2013-11-22,15,935110.0491288751
2013-11-28,15,1036853.951694794
2013-11-29,15,946793.4688631892
2013-12-05,15,997724.9958035499
2013-12-06,15,958976.9983157068
2013-12-12,15,952792.4280078709
2013-12-13,15,1082616.3635769933
2013-12-19,15,1009075.2269727513
2013-12-20,15,892043.3529462963
2013-12-26,15,958290.4960515499
2013-12-27,15,1051785.7971770167
2013-01-02,16,495808.3613336235
2013-01-03,16,530815.5680194795
2013-01-09,16,450061.9734184146
2013-01-10,16,422054.5073720366
2013-01-16,16,497207.6639032364
2013-01-17,16,492091.00999988616
2013-01-23,16,391025.8557963222
2013-01-24,16,469440.7367697358
2013-01-30,16,494381.60155662894
2013-01-31,16,616064.8226625025
2013-02-01,16,303243.24355849624
2013-02-06,16,524262.94871000946
2013-02-07,16,397673.0117251128
2013-02-08,16,511565.58583027124
2013-02-13,16,453771.31038855016
2013-02-14,16,411609.4169537127
2013-02-15,16,361192.4472412169
2013-02-20,16,457962.57220065594
2013-02-21,16,359506.8716095984
2013-02-22,16,427980.2194722891
2013-02-27,16,444572.8110306561
2013-02-28,16,507382.5968517661
2013-03-01,16,505465.8536543846
2013-03-05,16,475780.08885367215
2013-03-07,16,419854.05674497783
2013-03-08,16,492520.6282455176
2013-03-12,16,416068.37459763885
2013-03-14,16,446638.3967873752
2013-03-15,16,470087.7987163514
2013-03-19,16,460941.73620949686
2013-03-21,16,404618.9634976387
2013-03-22,16,474028.0611990541
2013-03-26,16,486024.94250276685
2013-03-28,16,448580.20932906866
2013-03-29,16,407558.1581028402
2013-04-02,16,369454.5843580067
2013-04-04,16,365724.63442736864
2013-04-05,16,430989.8309786022
2013-04-09,16,698673.1448737681
2013-04-11,16,392107.909940958
2013-04-12,16,376944.30190195143
2013-04-16,16,421184.9692504555
2013-04-18,16,422482.54060971737
2013-04-19,16,364638.5656013489
2013-04-23,16,439914.6705983728
2013-04-25,16,345053.184266299
2013-04-26,16,482198.7150258422
2013-04-30,16,451142.99165189266
2013-05-02,16,461681.52094581723
2013-05-03,16,517538.5088405013
2013-05-07,16,404400.5487331301
2013-05-09,16,411382.8613245934
2013-05-10,16,441970.18473771214
2013-05-14,16,410623.234901309
2013-05-16,16,416565.2285569906
2013-05-17,16,435671.16927333176
2013-05-21,16,603639.6873832643
2013-05-23,16,368224.6368059814
2013-05-24,16,432773.8454191983
2013-05-28,16,365778.2609168291
2013-05-30,16,372391.72750137746
2013-05-31,16,399033.6958127022
2013-06-04,16,480553.82635974884
2013-06-06,16,420643.07329273224
2013-06-07,16,810512.0225593224
2013-06-11,16,379235.7797023654
2013-06-13,16,723587.2481229678
2013-06-14,16,384190.42781829834
2013-06-18,16,374204.3350417912
2013-06-20,16,382687.2720108032
2013-06-21,16,475135.4182584435
2013-06-25,16,336068.6341486275
2013-06-27,16,421916.4879144281
2013-06-28,16,471491.32719635963
2013-07-02,16,403852.24286031723
2013-07-04,16,411579.10074579716
2013-07-05,16,465719.2683684379
2013-07-09,16,454904.039852038
2013-07-11,16,435823.02699403465
2013-07-12,16,483799.1253812015
2013-07-16,16,363923.3873669505
2013-07-18,16,463849.41916400194
2013-07-19,16,409334.82978117466
2013-07-23,16,446285.78083103895
2013-07-25,16,434967.99158751965
2013-07-26,16,376793.80660678446
2013-07-30,16,439831.14088493586
2013-08-01,16,448946.47284577787
2013-08-02,16,467036.08377352357
2013-08-06,16,409933.5668961853
2013-08-08,16,373596.5066678822
2013-08-09,16,409232.83878980577
2013-08-13,16,463036.5452866852
2013-08-15,16,341664.9235843867
2013-08-16,16,472616.0949586034
2013-08-20,16,436290.32672710717
2013-08-22,16,424059.2299653739
2013-08-23,16,443056.4012117386
2013-08-27,16,361381.62812553346
2013-08-29,16,329400.794366315
2013-08-30,16,283322.95322065055
2013-09-03,16,433506.2902045101
2013-09-05,16,369344.3749077171
2013-09-06,16,352194.76309098303
2013-09-10,16,398307.44325749576
2013-09-12,16,778930.7583499327
2013-09-13,16,464268.5529847592
2013-09-17,16,466437.3694470227
2013-09-19,16,407467.4675177038
2013-09-20,16,691234.4818446338
2013-09-24,16,452455.06702902913
2013-09-26,16,317700.3201761693
2013-09-27,16,449710.2161541432
2013-10-01,16,450629.38987980783
2013-10-03,16,592051.7261288315
2013-10-04,16,434519.4429246783
2013-10-08,16,362247.9341599494
2013-10-10,16,342564.0444122851
2013-10-11,16,339844.0741878152
2013-10-15,16,446655.984960258
2013-10-17,16,404014.92392221093
2013-10-18,16,355800.0719767511
2013-10-22,16,422744.01692692935
2013-10-24,16,460065.8755181879
2013-10-25,16,370093.7429675609
2013-10-31,16,408128.7769883871
2013-11-01,16,393031.08973263204
2013-11-07,16,704124.9129069373
2013-11-08,16,455830.3917091191
2013-11-14,16,346970.4365695715
2013-11-15,16,361233.5992599726
2013-11-21,16,337570.7374753356
2013-11-22,16,387035.7764723748
2013-11-28,16,493533.9345317036
2013-11-29,16,265104.0374481231
2013-12-05,16,384503.0120243728
2013-12-06,16,444975.42184971273
2013-12-12,16,325093.28609597683
2013-12-13,16,363944.17464517057
2013-12-19,16,302634.7838065922
2013-12-20,16,343455.74810141325
2013-12-26,16,366308.2629279345
2013-12-27,16,441975.58485525846
2013-01-02,17,787700.4041728526
2013-01-03,17,1231673.5991197303
2013-01-09,17,799981.9270091802
2013-01-10,17,855416.9075545743
2013-01-16,17,811703.5710252002
2013-01-17,17,798427.7238130122
2013-01-23,17,855722.9884293303
2013-01-24,17,871260.020133622
2013-01-30,17,869876.6295299679
2013-01-31,17,896144.1376097351
2013-02-01,17,744707.7581548691
2013-02-06,17,858714.2263884172
2013-02-07,17,848804.5915601552
2013-02-08,17,864331.5526092947
2013-02-13,17,856679.1739027277
2013-02-14,17,1181513.9958567545
2013-02-15,17,849238.9152715877
2013-02-20,17,816238.3632315695
2013-02-21,17,860043.8316917717
2013-02-22,17,869503.3396640792
2013-02-27,17,814583.3129683882
2013-02-28,17,785301.154894799
2013-03-01,17,784914.7441820502
2013-03-05,17,793791.4994867742
2013-03-07,17,845646.9755549654
2013-03-08,17,867435.8759241775
2013-03-12,17,1177731.3061779663
2013-03-14,17,966296.6598818079
2013-03-15,17,796667.5964326113
2013-03-19,17,938574.0996244475
2013-03-21,17,802487.5449205637
2013-03-22,17,702747.4422821403
2013-03-26,17,819892.1169874966
2013-03-28,17,768129.9229783118
2013-03-29,17,847449.4804657698
2013-04-02,17,814369.6707939133
2013-04-04,17,808810.7891758606
2013-04-05,17,848695.1086193621
2013-04-09,17,847138.829572171
2013-04-11,17,882403.0287348479
2013-04-12,17,854798.6131705642
2013-04-16,17,877009.5140410438
2013-04-18,17,886741.5310427696
2013-04-19,17,748660.4523524642
2013-04-23,17,842692.2942954078
2013-04-25,17,1202924.9821536988
2013-04-26,17,805306.0288854316
2013-04-30,17,855093.6811634526
2013-05-02,17,897125.7253496349
2013-05-03,17,877444.5706204325
2013-05-07,17,970549.3727509081
2013-05-09,17,857905.2935405448
2013-05-10,17,709562.0619019419
2013-05-14,17,854443.4334481955
2013-05-16,17,807583.8147324249
2013-05-17,17,770556.3238620311
2013-05-21,17,867640.0702519789
2013-05-23,17,800930.462106362
2013-05-24,17,1180500.4366289973
2013-05-28,17,739970.3810825348
2013-05-30,17,854936.8098632097
2013-05-31,17,1174186.11848481
2013-06-04,17,789892.2094378993
2013-06-06,17,896678.2940417677
2013-06-07,17,776145.9893599302
2013-06-11,17,833212.9580408186
2013-06-13,17,887193.0995126367
2013-06-14,17,850459.7786312476
2013-06-18,17,735194.2585960478
2013-06-20,17,924045.632335186
2013-06-21,17,773165.7942175716
2013-06-25,17,828970.2559655085
2013-06-27,17,830808.5164058879
2013-06-28,17,875033.9254358336
2013-07-02,17,869343.7287516668
2013-07-04,17,734794.458767429
2013-07-05,17,766588.484021768
2013-07-09,17,1185140.0986928716
2013-07-11,17,853469.6866186634
2013-07-12,17,753345.5851701945
2013-07-16,17,847447.4308600947
2013-07-18,17,770073.612575531
2013-07-19,17,840575.7816780284
2013-07-23,17,790037.2507603168
2013-07-25,17,864606.2337042764
2013-07-26,17,830857.7878310904
2013-07-30,17,752511.4883056879
2013-08-01,17,828090.9755583331
2013-08-02,17,862438.196857579
2013-08-06,17,757896.9593572468
2013-08-08,17,849889.7270568535
2013-08-09,17,817802.1999664977
2013-08-13,17,797565.4702534601
2013-08-15,17,744446.3029083014
2013-08-16,17,1292311.4913156107
2013-08-20,17,795199.1932088584
2013-08-22,17,795989.1268867701
2013-08-23,17,809559.6225527376
2013-08-27,17,730823.5676441491
2013-08-29,17,833473.3261802867
2013-08-30,17,642821.9552488178
2013-09-03,17,867756.6036937609
2013-09-05,17,968169.990821965
2013-09-06,17,733194.894914642
2013-09-10,17,842018.8722752929
2013-09-12,17,808002.1434838325
2013-09-13,17,809629.0132512525
2013-09-17,17,804380.943960093
2013-09-19,17,796462.1745476425
2013-09-20,17,721076.9168136865
2013-09-24,17,816513.9327931255
2013-09-26,17,810879.2865528539
2013-09-27,17,668152.0279125571
2013-10-01,17,769038.0188944042
2013-10-03,17,1068824.6110175028
2013-10-04,17,722530.5247002095
2013-10-08,17,780200.2636566162
2013-10-10,17,840396.4401688799
2013-10-11,17,807832.3186111525
2013-10-15,17,1078148.3556678519
2013-10-17,17,1188082.0947136283
2013-10-18,17,1094679.152474396
2013-10-22,17,818290.8374657482
2013-10-24,17,1135386.7766973227
2013-10-25,17,757689.6095149368
2013-10-31,17,703584.9544652998
2013-11-01,17,809379.2795259953
2013-11-07,17,758585.1083323509
2013-11-08,17,815267.4609415606
2013-11-14,17,734920.0380322933
2013-11-15,17,826280.923337929
2013-11-21,17,751290.4050611556
2013-11-22,17,825851.5267256051
2013-11-28,17,767795.6225788444
2013-11-29,17,738608.7900865823
2013-12-05,17,876145.9625191838
2013-12-06,17,812845.1374153271
2013-12-12,17,829017.902807124
2013-12-13,17,788019.3203171939
2013-12-19,17,835144.1473316178
2013-12-20,17,625082.4986097366
2013-12-26,17,785488.4495420605
2013-12-27,17,809147.1078742966
2013-01-02,18,1057444.729691431
2013-01-03,18,959708.8173853755
2013-01-09,18,964042.5966220796
