Date,Store,Weekly_Sales,Predicted_Weekly_Sales,Combined_Sales
2011-08-05,13,2076231.8,,2076231.8
2011-08-05,14,2066020.69,,2066020.69
2011-08-05,15,607961.21,,607961.21
2011-08-05,16,592981.33,,592981.33
2011-08-05,17,866184.92,,866184.92
2011-08-05,18,1002806.39,,1002806.39
2011-08-05,19,1408968.55,,1408968.55
2011-08-05,20,2189353.63,,2189353.63
2011-08-05,21,783614.89,,783614.89
2011-08-05,22,983232.96,,983232.96
2011-08-05,23,1416344.68,,1416344.68
2011-08-05,24,1417616.81,,1417616.81
2011-08-05,25,679706.01,,679706.01
2011-08-05,26,1107552.43,,1107552.43
2011-08-05,27,1747289.53,,1747289.53
2011-08-05,28,1523870.89,,1523870.89
2011-08-05,29,503486.37,,503486.37
2011-08-05,30,431798.64,,431798.64
2011-08-05,31,1428993.33,,1428993.33
2011-08-05,32,1201694.14,,1201694.14
2011-08-05,33,242456.39,,242456.39
2011-08-05,34,942236.45,,942236.45
2011-08-05,35,826820.71,,826820.71
2011-08-05,36,381017.75,,381017.75
2011-08-05,37,510787.46,,510787.46
2011-08-05,38,437631.44,,437631.44
2011-08-05,39,1518790.89,,1518790.89
2011-08-05,40,1063818.2,,1063818.2
2011-08-05,41,1402233.69,,1402233.69
2011-08-05,42,572603.33,,572603.33
2011-08-05,43,605956.59,,605956.59
2011-08-05,44,298080.45,,298080.45
2011-08-05,45,765996.92,,765996.92
2011-08-12,1,1525147.09,,1525147.09
2011-08-12,2,1812768.26,,1812768.26
2011-08-12,3,380376.85,,380376.85
2011-08-12,4,2105668.74,,2105668.74
2011-08-12,5,289886.16,,289886.16
2011-08-12,6,1484995.38,,1484995.38
2011-08-12,7,670670.46,,670670.46
2011-08-12,8,856796.1,,856796.1
2011-08-12,9,520284.79,,520284.79
2011-08-12,10,1917397.63,,1917397.63
2011-08-12,11,1354188.43,,1354188.43
2011-08-12,12,955913.68,,955913.68
2011-08-12,13,1970341.38,,1970341.38
2011-08-12,14,1928773.82,,1928773.82
2011-08-12,15,590836.37,,590836.37
2011-08-12,16,563884.47,,563884.47
2011-08-12,17,800819.79,,800819.79
2011-08-12,18,928470.83,,928470.83
2011-08-12,19,1360969.45,,1360969.45
2011-08-12,20,2052246.4,,2052246.4
2011-08-12,21,776933.37,,776933.37
2011-08-12,22,991779.2,,991779.2
2011-08-12,23,1380952.05,,1380952.05
2011-08-12,24,1402818.01,,1402818.01
2011-08-12,25,667130.48,,667130.48
2011-08-12,26,1087644.5,,1087644.5
2011-08-12,27,1758437.96,,1758437.96
2011-08-12,28,1218764.94,,1218764.94
2011-08-12,29,471311.5,,471311.5
2011-08-12,30,412224.67,,412224.67
2011-08-12,31,1443311.49,,1443311.49
2011-08-12,32,1206795.74,,1206795.74
2011-08-12,33,274721.85,,274721.85
2011-08-12,34,956251.18,,956251.18
2011-08-12,35,819911.89,,819911.89
2011-08-12,36,380188.69,,380188.69
2011-08-12,37,502504.39,,502504.39
2011-08-12,38,387844.05,,387844.05
2011-08-12,39,1514055.97,,1514055.97
2011-08-12,40,955506.95,,955506.95
2011-08-12,41,1356689.88,,1356689.88
2011-08-12,42,603147.26,,603147.26
2011-08-12,43,595626.56,,595626.56
2011-08-12,44,290399.66,,290399.66
2011-08-12,45,724180.89,,724180.89
2011-08-19,1,1530761.43,,1530761.43
2011-08-19,2,1844094.59,,1844094.59
2011-08-19,3,379716.91,,379716.91
2011-08-19,4,2232892.1,,2232892.1
2011-08-19,5,303643.84,,303643.84
2011-08-19,6,1493544.04,,1493544.04
2011-08-19,7,645156.21,,645156.21
2011-08-19,8,895066.5,,895066.5
2011-08-19,9,540819.44,,540819.44
2011-08-19,10,1954849.68,,1954849.68
2011-08-19,11,1484169.74,,1484169.74
2011-08-19,12,966817.24,,966817.24
2011-08-19,13,2090340.98,,2090340.98
2011-08-19,14,1896873.99,,1896873.99
2011-08-19,15,599488.98,,599488.98
2011-08-19,16,554630.42,,554630.42
2011-08-19,17,797523.04,,797523.04
2011-08-19,18,932679.79,,932679.79
2011-08-19,19,1391792.69,,1391792.69
2011-08-19,20,1990017.93,,1990017.93
2011-08-19,21,855546.5,,855546.5
2011-08-19,22,973004.91,,973004.91
2011-08-19,23,1453416.53,,1453416.53
2011-08-19,24,1352039.88,,1352039.88
2011-08-19,25,688958.75,,688958.75
2011-08-19,26,1021766.75,,1021766.75
2011-08-19,27,1781905.24,,1781905.24
2011-08-19,28,1200019.74,,1200019.74
2011-08-19,29,498056.0,,498056.0
2011-08-19,30,414450.61,,414450.61
2011-08-19,31,1487542.53,,1487542.53
2011-08-19,32,1221318.17,,1221318.17
2011-08-19,33,242771.37,,242771.37
2011-08-19,34,960418.54,,960418.54
2011-08-19,35,820288.35,,820288.35
2011-08-19,36,373267.58,,373267.58
2011-08-19,37,506897.98,,506897.98
2011-08-19,38,362224.7,,362224.7
2011-08-19,39,1629066.9,,1629066.9
2011-08-19,40,943237.12,,943237.12
2011-08-19,41,1412959.97,,1412959.97
2011-08-19,42,526641.23,,526641.23
2011-08-19,43,663396.32,,663396.32
2011-08-19,44,290909.69,,290909.69
2011-08-19,45,712362.72,,712362.72
2011-08-26,1,1464693.46,,1464693.46
2011-08-26,2,1821139.91,,1821139.91
2011-08-26,3,366367.55,,366367.55
2011-08-26,4,1988490.21,,1988490.21
2011-08-26,5,310338.17,,310338.17
2011-08-26,6,1420405.41,,1420405.41
2011-08-26,7,629994.47,,629994.47
2011-08-26,8,912542.82,,912542.82
2011-08-26,9,542663.53,,542663.53
2011-08-26,10,1728399.07,,1728399.07
2011-08-26,11,1304706.75,,1304706.75
2011-08-26,12,1017593.47,,1017593.47
2011-08-26,13,2035244.54,,2035244.54
2011-08-26,14,2273470.62,,2273470.62
2011-08-26,15,605413.17,,605413.17
2011-08-26,16,557312.01,,557312.01
2011-08-26,17,837390.79,,837390.79
2011-08-26,18,1147906.46,,1147906.46
2011-08-26,19,1547729.24,,1547729.24
2011-08-26,20,1933577.2,,1933577.2
2011-08-26,21,821127.53,,821127.53
2011-08-26,22,1181815.31,,1181815.31
2011-08-26,23,1637266.29,,1637266.29
2011-08-26,24,1402372.09,,1402372.09
2011-08-26,25,726422.55,,726422.55
2011-08-26,26,1064617.62,,1064617.62
2011-08-26,27,2034400.78,,2034400.78
2011-08-26,28,1166479.51,,1166479.51
2011-08-26,29,608294.98,,608294.98
2011-08-26,30,387944.83,,387944.83
2011-08-26,31,1417267.07,,1417267.07
2011-08-26,32,1183740.91,,1183740.91
2011-08-26,33,237095.82,,237095.82
2011-08-26,34,871404.6,,871404.6
2011-08-26,35,897037.25,,897037.25
2011-08-26,36,344964.2,,344964.2
2011-08-26,37,527947.21,,527947.21
2011-08-26,38,365672.55,,365672.55
2011-08-26,39,1573898.63,,1573898.63
2011-08-26,40,969611.3,,969611.3
2011-08-26,41,1328740.71,,1328740.71
2011-08-26,42,503720.98,,503720.98
2011-08-26,43,561573.08,,561573.08
2011-08-26,44,324174.79,,324174.79
2011-08-26,45,833979.01,,833979.01
2011-09-02,1,1550229.22,,1550229.22
2011-09-02,2,1809119.7,,1809119.7
2011-09-02,3,375988.69,,375988.69
2011-09-02,4,2078420.31,,2078420.31
2011-09-02,5,315645.53,,315645.53
2011-09-02,6,1481618.74,,1481618.74
2011-09-02,7,592355.24,,592355.24
2011-09-02,8,891387.14,,891387.14
2011-09-02,9,544643.33,,544643.33
2011-09-02,10,1758587.35,,1758587.35
2011-09-02,11,1297792.41,,1297792.41
2011-09-02,12,1052051.45,,1052051.45
2011-09-02,13,1953628.82,,1953628.82
2011-09-02,14,1750891.47,,1750891.47
2011-09-02,15,649159.68,,649159.68
2011-09-02,16,580805.33,,580805.33
2011-09-02,17,847380.07,,847380.07
2011-09-02,18,540922.94,,540922.94
2011-09-02,19,1609951.02,,1609951.02
2011-09-02,20,2141765.98,,2141765.98
2011-09-02,21,705557.8,,705557.8
2011-09-02,22,912762.76,,912762.76
2011-09-02,23,1464295.69,,1464295.69
2011-09-02,24,1196105.44,,1196105.44
2011-09-02,25,699779.0,,699779.0
2011-09-02,26,1040143.14,,1040143.14
2011-09-02,27,1511717.53,,1511717.53
2011-09-02,28,1468871.49,,1468871.49
2011-09-02,29,497085.91,,497085.91
2011-09-02,30,369722.32,,369722.32
2011-09-02,31,1385769.03,,1385769.03
2011-09-02,32,1152117.5,,1152117.5
2011-09-02,33,239198.36,,239198.36
2011-09-02,34,926455.64,,926455.64
2011-09-02,35,813486.55,,813486.55
2011-09-02,36,350276.29,,350276.29
2011-09-02,37,530367.83,,530367.83
2011-09-02,38,416953.51,,416953.51
2011-09-02,39,1465089.85,,1465089.85
2011-09-02,40,957298.26,,957298.26
2011-09-02,41,1283849.38,,1283849.38
2011-09-02,42,537124.76,,537124.76
2011-09-02,43,594224.9,,594224.9
2011-09-02,44,309543.52,,309543.52
2011-09-02,45,726482.39,,726482.39
2011-09-09,1,1540471.24,,1540471.24
2011-09-09,2,1748000.65,,1748000.65
2011-09-09,3,377347.49,,377347.49
2011-09-09,4,2093139.01,,2093139.01
2011-09-09,5,321110.22,,321110.22
2011-09-09,6,1483574.38,,1483574.38
2011-09-09,7,613135.23,,613135.23
2011-09-09,8,848358.09,,848358.09
2011-09-09,9,528784.86,,528784.86
2011-09-09,10,1670579.82,,1670579.82
2011-09-09,11,1249439.95,,1249439.95
2011-09-09,12,922850.57,,922850.57
2011-09-09,13,1872921.31,,1872921.31
2011-09-09,14,2202742.9,,2202742.9
2011-09-09,15,607593.51,,607593.51
2011-09-09,16,574622.56,,574622.56
2011-09-09,17,1161900.18,,1161900.18
2011-09-09,18,951549.61,,951549.61
2011-09-09,19,1566712.79,,1566712.79
2011-09-09,20,2050542.56,,2050542.56
2011-09-09,21,653989.65,,653989.65
2011-09-09,22,1004434.54,,1004434.54
2011-09-09,23,1423289.9,,1423289.9
2011-09-09,24,1527455.19,,1527455.19
2011-09-09,25,673248.48,,673248.48
2011-09-09,26,1069710.97,,1069710.97
2011-09-09,27,1911470.84,,1911470.84
2011-09-09,28,1310087.0,,1310087.0
2011-09-09,29,505406.72,,505406.72
2011-09-09,30,370897.82,,370897.82
2011-09-09,31,1376670.27,,1376670.27
2011-09-09,32,1128237.3,,1128237.3
2011-09-09,33,281842.28,,281842.28
2011-09-09,34,930506.14,,930506.14
2011-09-09,35,922440.64,,922440.64
2011-09-09,36,352960.64,,352960.64
2011-09-09,37,506273.74,,506273.74
2011-09-09,38,397771.68,,397771.68
2011-09-09,39,1429345.86,,1429345.86
2011-09-09,40,1021391.99,,1021391.99
2011-09-09,41,1280958.97,,1280958.97
2011-09-09,42,608390.94,,608390.94
2011-09-09,43,649128.23,,649128.23
2011-09-09,44,295811.25,,295811.25
2011-09-09,45,746129.56,,746129.56
2011-09-16,1,1514259.78,,1514259.78
2011-09-16,2,1691439.52,,1691439.52
2011-09-16,3,375629.51,,375629.51
2011-09-16,4,2075577.33,,2075577.33
2011-09-16,5,278529.71,,278529.71
2011-09-16,6,1351407.79,,1351407.79
2011-09-16,7,558981.45,,558981.45
2011-09-16,8,870971.82,,870971.82
2011-09-16,9,500274.03,,500274.03
2011-09-16,10,1650894.3,,1650894.3
2011-09-16,11,1270816.01,,1270816.01
2011-09-16,12,889290.23,,889290.23
2011-09-16,13,1923223.82,,1923223.82
2011-09-16,14,1864637.89,,1864637.89
2011-09-16,15,545052.34,,545052.34
2011-09-16,16,539081.09,,539081.09
2011-09-16,17,1051116.95,,1051116.95
2011-09-16,18,845715.37,,845715.37
2011-09-16,19,1365633.53,,1365633.53
2011-09-16,20,1979009.46,,1979009.46
2011-09-16,21,653525.84,,653525.84
2011-09-16,22,937420.65,,937420.65
2011-09-16,23,1253329.17,,1253329.17
2011-09-16,24,1227535.97,,1227535.97
2011-09-16,25,628720.46,,628720.46
2011-09-16,26,951569.84,,951569.84
2011-09-16,27,1613773.9,,1613773.9
2011-09-16,28,1159212.1,,1159212.1
2011-09-16,29,474129.35,,474129.35
2011-09-16,30,382914.66,,382914.66
2011-09-16,31,1363460.86,,1363460.86
2011-09-16,32,1142499.25,,1142499.25
2011-09-16,33,262407.57,,262407.57
2011-09-16,34,927249.61,,927249.61
2011-09-16,35,738792.11,,738792.11
2011-09-16,36,343108.12,,343108.12
2011-09-16,37,513341.94,,513341.94
2011-09-16,38,408188.88,,408188.88
2011-09-16,39,1372500.63,,1372500.63
2011-09-16,40,890661.79,,890661.79
2011-09-16,41,1197019.39,,1197019.39
2011-09-16,42,576837.09,,576837.09
2011-09-16,43,618877.13,,618877.13
2011-09-16,44,303974.28,,303974.28
2011-09-16,45,711367.56,,711367.56
2011-09-23,1,1380020.27,,1380020.27
2011-09-23,2,1669299.78,,1669299.78
2011-09-23,3,365248.94,,365248.94
2011-09-23,4,2031406.41,,2031406.41
2011-09-23,5,291024.98,,291024.98
2011-09-23,6,1336044.75,,1336044.75
2011-09-23,7,536144.81,,536144.81
2011-09-23,8,806444.29,,806444.29
2011-09-23,9,506743.78,,506743.78
2011-09-23,10,1685910.53,,1685910.53
2011-09-23,11,1235775.15,,1235775.15
2011-09-23,12,871692.74,,871692.74
2011-09-23,13,1847430.96,,1847430.96
2011-09-23,14,1871555.64,,1871555.64
2011-09-23,15,545570.86,,545570.86
2011-09-23,16,504856.97,,504856.97
2011-09-23,17,895535.31,,895535.31
2011-09-23,18,853073.17,,853073.17
2011-09-23,19,1300375.76,,1300375.76
2011-09-23,20,1888119.7,,1888119.7
2011-09-23,21,681913.29,,681913.29
2011-09-23,22,899834.75,,899834.75
2011-09-23,23,1289082.81,,1289082.81
2011-09-23,24,1232376.49,,1232376.49
2011-09-23,25,620885.93,,620885.93
2011-09-23,26,923644.6,,923644.6
2011-09-23,27,1606208.68,,1606208.68
2011-09-23,28,1109105.92,,1109105.92
2011-09-23,29,475696.37,,475696.37
2011-09-23,30,391837.56,,391837.56
2011-09-23,31,1347607.74,,1347607.74
2011-09-23,32,1116140.29,,1116140.29
2011-09-23,33,234793.12,,234793.12
2011-09-23,34,902852.73,,902852.73
2011-09-23,35,705802.45,,705802.45
2011-09-23,36,322405.13,,322405.13
2011-09-23,37,516556.94,,516556.94
2011-09-23,38,394665.28,,394665.28
2011-09-23,39,1338657.95,,1338657.95
2011-09-23,40,876583.98,,876583.98
2011-09-23,41,1173059.79,,1173059.79
2011-09-23,42,528486.45,,528486.45
2011-09-23,43,586108.13,,586108.13
2011-09-23,44,307409.13,,307409.13
2011-09-23,45,714106.42,,714106.42
2011-09-30,1,1394561.83,,1394561.83
2011-09-30,2,1650394.44,,1650394.44
2011-09-30,3,368477.93,,368477.93
2011-09-30,4,1929486.63,,1929486.63
2011-09-30,5,292315.38,,292315.38
2011-09-30,6,1307551.92,,1307551.92
2011-09-30,7,488880.26,,488880.26
2011-09-30,8,809049.37,,809049.37
2011-09-30,9,508567.04,,508567.04
2011-09-30,10,1627707.31,,1627707.31
2011-09-30,11,1190515.83,,1190515.83
2011-09-30,12,866401.45,,866401.45
2011-09-30,13,1835662.69,,1835662.69
2011-09-30,14,1809989.29,,1809989.29
2011-09-30,15,521297.31,,521297.31
2011-09-30,16,450075.31,,450075.31
2011-09-30,17,868191.05,,868191.05
2011-09-30,18,847348.08,,847348.08
2011-09-30,19,1330757.22,,1330757.22
2011-09-30,20,1945808.26,,1945808.26
2011-09-30,21,651970.48,,651970.48
2011-09-30,22,953314.16,,953314.16
2011-09-30,23,1275597.85,,1275597.85
2011-09-30,24,1246242.61,,1246242.61
2011-09-30,25,639160.24,,639160.24
2011-09-30,26,959339.51,,959339.51
2011-09-30,27,1599626.26,,1599626.26
2011-09-30,28,1120731.76,,1120731.76
2011-09-30,29,446516.26,,446516.26
2011-09-30,30,387001.13,,387001.13
2011-09-30,31,1285534.74,,1285534.74
2011-09-30,32,1088943.98,,1088943.98
2011-09-30,33,229731.98,,229731.98
2011-09-30,34,871847.85,,871847.85
2011-09-30,35,749676.95,,749676.95
2011-09-30,36,314910.37,,314910.37
2011-09-30,37,516402.1,,516402.1
2011-09-30,38,366819.84,,366819.84
2011-09-30,39,1311775.83,,1311775.83
2011-09-30,40,912857.1,,912857.1
2011-09-30,41,1160619.61,,1160619.61
2011-09-30,42,510243.79,,510243.79
2011-09-30,43,555183.72,,555183.72
2011-09-30,44,299757.75,,299757.75
2011-09-30,45,698986.34,,698986.34
2011-10-07,1,1630989.95,,1630989.95
2011-10-07,2,1837553.43,,1837553.43
2011-10-07,3,403342.4,,403342.4
2011-10-07,4,2166737.65,,2166737.65
2011-10-07,5,309111.47,,309111.47
2011-10-07,6,1481739.2,,1481739.2
2011-10-07,7,525866.36,,525866.36
2011-10-07,8,929976.55,,929976.55
2011-10-07,9,553836.98,,553836.98
2011-10-07,10,1788227.6,,1788227.6
2011-10-07,11,1346271.06,,1346271.06
2011-10-07,12,951244.66,,951244.66
2011-10-07,13,2067232.56,,2067232.56
2011-10-07,14,2078796.76,,2078796.76
2011-10-07,15,579068.88,,579068.88
2011-10-07,16,482926.93,,482926.93
2011-10-07,17,918006.9,,918006.9
2011-10-07,18,1019741.1,,1019741.1
2011-10-07,19,1461718.87,,1461718.87
2011-10-07,20,2135982.79,,2135982.79
2011-10-07,21,663452.46,,663452.46
2011-10-07,22,993436.67,,993436.67
2011-10-07,23,1463501.99,,1463501.99
2011-10-07,24,1405914.39,,1405914.39
2011-10-07,25,671522.87,,671522.87
2011-10-07,26,1130022.99,,1130022.99
2011-10-07,27,1672339.27,,1672339.27
2011-10-07,28,1557314.58,,1557314.58
2011-10-07,29,514993.0,,514993.0
2011-10-07,30,417528.26,,417528.26
2011-10-07,31,1427383.24,,1427383.24
2011-10-07,32,1149448.02,,1149448.02
2011-10-07,33,262159.13,,262159.13
2011-10-07,34,954069.45,,954069.45
2011-10-07,35,791637.53,,791637.53
2011-10-07,36,346137.87,,346137.87
2011-10-07,37,522816.85,,522816.85
2011-10-07,38,449516.29,,449516.29
2011-10-07,39,1443884.39,,1443884.39
2011-10-07,40,1070389.98,,1070389.98
2011-10-07,41,1277882.77,,1277882.77
2011-10-07,42,649111.23,,649111.23
2011-10-07,43,642828.62,,642828.62
2011-10-07,44,312577.36,,312577.36
2011-10-07,45,753447.05,,753447.05
2011-10-14,1,1493525.93,,1493525.93
2011-10-14,2,1743882.19,,1743882.19
2011-10-14,3,368282.57,,368282.57
2011-10-14,4,2074548.85,,2074548.85
2011-10-14,5,286117.72,,286117.72
2011-10-14,6,1386520.99,,1386520.99
2011-10-14,7,501959.19,,501959.19
2011-10-14,8,863188.26,,863188.26
2011-10-14,9,529515.66,,529515.66
2011-10-14,10,1704753.02,,1704753.02
2011-10-14,11,1286388.96,,1286388.96
2011-10-14,12,927600.01,,927600.01
2011-10-14,13,1929659.07,,1929659.07
2011-10-14,14,1890870.75,,1890870.75
2011-10-14,15,537300.94,,537300.94
2011-10-14,16,498241.06,,498241.06
2011-10-14,17,884042.63,,884042.63
2011-10-14,18,953533.95,,953533.95
2011-10-14,19,1318905.53,,1318905.53
2011-10-14,20,2010107.68,,2010107.68
2011-10-14,21,671379.44,,671379.44
2011-10-14,22,944337.32,,944337.32
2011-10-14,23,1257778.34,,1257778.34
2011-10-14,24,1333315.03,,1333315.03
2011-10-14,25,646915.47,,646915.47
2011-10-14,26,987886.08,,987886.08
2011-10-14,27,1682652.51,,1682652.51
2011-10-14,28,1220984.94,,1220984.94
2011-10-14,29,475776.45,,475776.45
2011-10-14,30,410711.99,,410711.99
2011-10-14,31,1378340.18,,1378340.18
2011-10-14,32,1175420.26,,1175420.26
2011-10-14,33,272487.33,,272487.33
2011-10-14,34,911788.79,,911788.79
2011-10-14,35,772859.25,,772859.25
2011-10-14,36,342076.99,,342076.99
2011-10-14,37,513636.01,,513636.01
2011-10-14,38,400430.78,,400430.78
2011-10-14,39,1384721.84,,1384721.84
2011-10-14,40,936751.68,,936751.68
2011-10-14,41,1247130.22,,1247130.22
2011-10-14,42,613531.11,,613531.11
2011-10-14,43,590984.56,,590984.56
2011-10-14,44,293031.78,,293031.78
2011-10-14,45,720946.99,,720946.99
2011-10-21,1,1502562.78,,1502562.78
2011-10-21,2,1834680.25,,1834680.25
2011-10-21,3,394976.36,,394976.36
2011-10-21,4,2207742.13,,2207742.13
2011-10-21,5,306069.18,,306069.18
2011-10-21,6,1417922.37,,1417922.37
2011-10-21,7,558691.43,,558691.43
2011-10-21,8,905984.49,,905984.49
2011-10-21,9,557075.21,,557075.21
2011-10-21,10,1745928.56,,1745928.56
2011-10-21,11,1325107.53,,1325107.53
2011-10-21,12,938604.58,,938604.58
2011-10-21,13,1973544.27,,1973544.27
2011-10-21,14,2009004.59,,2009004.59
2011-10-21,15,603318.89,,603318.89
2011-10-21,16,560104.16,,560104.16
2011-10-21,17,877380.22,,877380.22
2011-10-21,18,1048212.62,,1048212.62
2011-10-21,19,1374863.1,,1374863.1
2011-10-21,20,2104241.9,,2104241.9
2011-10-21,21,729036.06,,729036.06
2011-10-21,22,981567.22,,981567.22
2011-10-21,23,1441032.59,,1441032.59
2011-10-21,24,1283563.43,,1283563.43
2011-10-21,25,690675.5,,690675.5
2011-10-21,26,974907.28,,974907.28
2011-10-21,27,1689591.44,,1689591.44
2011-10-21,28,1203172.05,,1203172.05
2011-10-21,29,505068.22,,505068.22
2011-10-21,30,428958.53,,428958.53
2011-10-21,31,1409310.4,,1409310.4
2011-10-21,32,1151258.74,,1151258.74
2011-10-21,33,233543.08,,233543.08
2011-10-21,34,953693.23,,953693.23
2011-10-21,35,811328.4,,811328.4
2011-10-21,36,328633.34,,328633.34
2011-10-21,37,522784.33,,522784.33
2011-10-21,38,402709.17,,402709.17
2011-10-21,39,1465283.29,,1465283.29
2011-10-21,40,942319.65,,942319.65
2011-10-21,41,1214944.29,,1214944.29
2011-10-21,42,537276.41,,537276.41
2011-10-21,43,594625.96,,594625.96
2011-10-21,44,305969.81,,305969.81
2011-10-21,45,771686.4,,771686.4
2011-10-28,1,1445249.09,,1445249.09
2011-10-28,2,1769296.25,,1769296.25
2011-10-28,3,389540.62,,389540.62
2011-10-28,4,2151659.59,,2151659.59
2011-10-28,5,307035.11,,307035.11
2011-10-28,6,1419445.12,,1419445.12
2011-10-28,7,527339.52,,527339.52
2011-10-28,8,876712.31,,876712.31
2011-10-28,9,548527.49,,548527.49
2011-10-28,10,1771792.97,,1771792.97
2011-10-28,11,1310684.1,,1310684.1
2011-10-28,12,990926.38,,990926.38
2011-10-28,13,1948733.81,,1948733.81
2011-10-28,14,2056846.12,,2056846.12
2011-10-28,15,589842.69,,589842.69
2011-10-28,16,505918.21,,505918.21
2011-10-28,17,936508.43,,936508.43
2011-10-28,18,1106642.63,,1106642.63
2011-10-28,19,1396612.36,,1396612.36
2011-10-28,20,2065421.52,,2065421.52
2011-10-28,21,738812.0,,738812.0
2011-10-28,22,1099351.68,,1099351.68
2011-10-28,23,1407191.96,,1407191.96
2011-10-28,24,1307142.75,,1307142.75
2011-10-28,25,724443.97,,724443.97
2011-10-28,26,972256.98,,972256.98
2011-10-28,27,1710372.4,,1710372.4
2011-10-28,28,1242746.06,,1242746.06
2011-10-28,29,515119.64,,515119.64
2011-10-28,30,426151.88,,426151.88
2011-10-28,31,1346862.72,,1346862.72
2011-10-28,32,1185391.96,,1185391.96
2011-10-28,33,231319.96,,231319.96
2011-10-28,34,958063.87,,958063.87
2011-10-28,35,808821.5,,808821.5
2011-10-28,36,306193.81,,306193.81
2011-10-28,37,517355.44,,517355.44
2011-10-28,38,378539.17,,378539.17
2011-10-28,39,1472663.1,,1472663.1
2011-10-28,40,941675.95,,941675.95
2011-10-28,41,1274463.02,,1274463.02
2011-10-28,42,515599.7,,515599.7
2011-10-28,43,572516.57,,572516.57
2011-10-28,44,306336.07,,306336.07
2011-10-28,45,781694.57,,781694.57
2011-11-04,1,1697229.58,,1697229.58
2011-11-04,2,1959707.9,,1959707.9
2011-11-04,3,459443.22,,459443.22
2011-11-04,4,2281217.31,,2281217.31
2011-11-04,5,353652.23,,353652.23
2011-11-04,6,1523420.38,,1523420.38
2011-11-04,7,564536.01,,564536.01
2011-11-04,8,947815.05,,947815.05
2011-11-04,9,597855.07,,597855.07
2011-11-04,10,1904438.59,,1904438.59
2011-11-04,11,1458287.38,,1458287.38
2011-11-04,12,1051944.79,,1051944.79
2011-11-04,13,2036317.54,,2036317.54
2011-11-04,14,2174056.71,,2174056.71
2011-11-04,15,615121.78,,615121.78
2011-11-04,16,511059.95,,511059.95
2011-11-04,17,927657.63,,927657.63
2011-11-04,18,1100625.06,,1100625.06
2011-11-04,19,1480289.64,,1480289.64
2011-11-04,20,2284106.6,,2284106.6
2011-11-04,21,767358.37,,767358.37
2011-11-04,22,1106575.59,,1106575.59
2011-11-04,23,1428436.33,,1428436.33
2011-11-04,24,1385860.38,,1385860.38
2011-11-04,25,718393.61,,718393.61
2011-11-04,26,988950.75,,988950.75
2011-11-04,27,1621109.3,,1621109.3
2011-11-04,28,1576654.67,,1576654.67
2011-11-04,29,620735.72,,620735.72
2011-11-04,30,432359.04,,432359.04
2011-11-04,31,1426405.46,,1426405.46
2011-11-04,32,1204628.28,,1204628.28
2011-11-04,33,236157.12,,236157.12
2011-11-04,34,992621.93,,992621.93
2011-11-04,35,653468.75,,653468.75
2011-11-04,36,313387.11,,313387.11
2011-11-04,37,555925.6,,555925.6
2011-11-04,38,436970.1,,436970.1
2011-11-04,39,1553629.59,,1553629.59
2011-11-04,40,1011321.18,,1011321.18
2011-11-04,41,1315684.86,,1315684.86
2011-11-04,42,597667.21,,597667.21
2011-11-04,43,641905.37,,641905.37
2011-11-04,44,307126.34,,307126.34
2011-11-04,45,833429.22,,833429.22
2011-11-11,1,1594938.89,,1594938.89
2011-11-11,2,1920725.15,,1920725.15
2011-11-11,3,407764.25,,407764.25
2011-11-11,4,2203028.96,,2203028.96
2011-11-11,5,311906.7,,311906.7
2011-11-11,6,1536176.54,,1536176.54
2011-11-11,7,556015.59,,556015.59
2011-11-11,8,917088.48,,917088.48
2011-11-11,9,594574.12,,594574.12
2011-11-11,10,2076570.84,,2076570.84
2011-11-11,11,1366053.69,,1366053.69
2011-11-11,12,1095091.53,,1095091.53
2011-11-11,13,2111592.09,,2111592.09
2011-11-11,14,2081534.65,,2081534.65
2011-11-11,15,618949.82,,618949.82
2011-11-11,16,513181.31,,513181.31
2011-11-11,17,914759.2,,914759.2
2011-11-11,18,1079931.63,,1079931.63
2011-11-11,19,1502078.93,,1502078.93
2011-11-11,20,2269975.85,,2269975.85
2011-11-11,21,757369.87,,757369.87
2011-11-11,22,1051740.29,,1051740.29
2011-11-11,23,1436940.78,,1436940.78
2011-11-11,24,1425078.59,,1425078.59
2011-11-11,25,719235.07,,719235.07
2011-11-11,26,1077640.13,,1077640.13
2011-11-11,27,1800728.07,,1800728.07
2011-11-11,28,1402654.95,,1402654.95
2011-11-11,29,531600.62,,531600.62
2011-11-11,30,409686.63,,409686.63
2011-11-11,31,1444783.64,,1444783.64
2011-11-11,32,1182733.0,,1182733.0
2011-11-11,33,271961.04,,271961.04
2011-11-11,34,991570.02,,991570.02
2011-11-11,35,880576.33,,880576.33
2011-11-11,36,328498.92,,328498.92
2011-11-11,37,501268.78,,501268.78
2011-11-11,38,411116.95,,411116.95
2011-11-11,39,1456957.38,,1456957.38
2011-11-11,40,1037687.07,,1037687.07
2011-11-11,41,1302499.23,,1302499.23
2011-11-11,42,643125.29,,643125.29
2011-11-11,43,615975.5,,615975.5
2011-11-11,44,312233.56,,312233.56
2011-11-11,45,808624.82,,808624.82
2011-11-18,1,1539483.7,,1539483.7
2011-11-18,2,1902762.5,,1902762.5
2011-11-18,3,398838.97,,398838.97
2011-11-18,4,2243946.59,,2243946.59
2011-11-18,5,307944.37,,307944.37
